 1	283155
 1	1000
 1	22
 1	12290
 1	12360
 1	12368
 1	283155
 1	1000
 1	22
 1	12290
 1	12360
 1	12370
 2	283155
 2	1000
 2	22
 2	12472
 2	12484
 2	283155
 2	1000
 2	22
 2	12472
 2	12486
 3	283155
 3	1000
 3	48
 3	5126
 3	5144
 4	283155
 4	1000
 4	22
 4	12290
 4	172810
 4	12155
 4	12159
 4	283155
 4	1000
 4	22
 4	12290
 4	12333
 4	12335
 4	283155
 4	1000
 4	22
 4	12290
 4	12059
 4	764432
 4	572080
 4	283155
 4	1000
 4	22
 4	12056
 4	764430
 4	572082
 4	283155
 4	1000
 4	22
 4	12290
 4	12059
 4	764438
 4	572094
 5	283155
 5	1000
 5	22
 5	12290
 5	12465
 5	12470
 5	283155
 5	1000
 5	22
 5	12290
 5	12333
 5	297488
 6	283155
 6	1000
 6	1
 6	2020
 6	2082
 6	283155
 6	1000
 6	9
 6	4808
 6	4853
 6	4870
 6	283155
 6	1000
 6	9
 6	4992
 6	4993
 6	283155
 6	1000
 6	53
 6	11232
 6	11288
 6	11296
 6	172282
 6	493964
 6	502394
 6	733540
 6	733676
 7	5174
 7	301668
 7	34
 7	63926
 7	5174
 7	301668
 7	34
 7	63929
 7	5174
 7	468040
 7	701208
 7	916554
 8	283155
 8	1000
 8	301889
 8	10703
 8	10716
 8	283155
 8	1000
 8	53
 8	11003
 8	11005
 8	283155
 8	1000
 8	53
 8	11079
 8	11083
 8	283155
 8	1000
 8	53
 8	11079
 8	11117
 9	283155
 9	1000
 9	6
 9	4196
 9	4197
 10	283155
 10	1000
 10	17
 10	10204
 10	10207
 10	10213
 10	283155
 10	1000
 10	53
 10	11079
 10	11086
 10	283155
 10	1000
 10	53
 10	11232
 10	11233
 10	11235
 11	283155
 11	1000
 11	10
 11	4696
 11	4701
 11	283155
 11	1000
 11	13996
 11	14038
 11	14046
 11	283155
 11	1000
 11	173507
 11	173514
 11	227583
 11	227584
 11	283155
 11	504360
 11	1061350
 12	283155
 12	1000
 12	6
 12	4208
 12	4211
 12	283155
 12	1000
 12	6
 12	4233
 12	283155
 12	1000
 12	6
 12	4317
 12	4318
 12	283155
 12	1000
 12	6
 12	4317
 12	4323
 12	283155
 12	1000
 12	10
 12	282861
 12	4628
 12	283155
 12	1000
 12	10
 12	4613
 12	4632
 12	4639
 12	283155
 12	1000
 12	10
 12	4613
 12	4632
 12	4642
 12	283155
 12	1000
 12	10
 12	4613
 12	4632
 12	282849
 12	283155
 12	1000
 12	10
 12	4613
 12	4615
 12	10924671
 13	283155
 13	1000
 13	17
 13	10204
 13	10207
 13	10213
 13	283155
 13	1000
 13	25
 13	16190
 13	16203
 13	283155
 13	1000
 13	25
 13	16272
 13	16288
 14	5174
 14	301668
 14	34
 14	63926
 14	5174
 14	468040
 14	266023
 14	171246
 14	520200
 15	283155
 15	1000
 15	17
 15	2159
 15	2160
 15	283155
 15	1000
 15	1
 15	521000
 15	2154
 15	2218
 15	283155
 15	1000
 15	17
 15	70021
 15	70023
 15	70116
 16	283155
 16	1000
 16	9
 16	5011
 16	5018
 16	283155
 16	1000
 16	9
 16	5011
 16	5031
 16	465308
 16	283155
 16	1000
 16	9
 16	5011
 16	5031
 16	465318
 17	283155
 17	1000
 17	3
 17	2675
 17	2683
 17	283155
 17	1000
 17	5
 17	549652
 17	3723
 17	3731
 17	283155
 17	1000
 17	13643
 17	13756
 17	283155
 17	1000
 17	13643
 17	13809
 17	13813
 17	283155
 17	1000
 17	13643
 17	13759
 17	226701
 17	283155
 17	1000
 17	5
 17	657762
 17	265523
 17	285080
 17	764512
 17	767740
 17	767992
 17	768000
 18	5174
 18	301668
 18	34
 18	63926
 19	283155
 19	1000
 19	4
 19	2966
 19	3013
 19	3014
 19	283155
 19	1000
 19	4366
 19	4396
 19	4400
 19	283155
 19	1000
 19	28
 19	17466
 19	17468
 19	283155
 19	1000
 19	4366
 19	4390
 19	3825121
 20	283155
 20	1000
 20	13996
 20	225827
 20	14403
 20	14407
 20	283155
 20	1000
 20	173507
 20	173514
 20	265542
 20	227203
 20	227708
 20	227709
 20	283155
 20	1000
 20	5
 20	657762
 21	139452
 21	130
 21	404276
 21	163379
 21	163390
 21	139452
 21	130
 21	404276
 21	163431
 21	163440
 21	139452
 21	130
 21	404276
 21	163431
 21	163442
 21	139452
 21	130
 21	404276
 21	163431
 21	292650
 21	139452
 21	130
 21	404276
 21	163431
 21	292662
 21	139452
 21	130
 21	404276
 21	163431
 21	292669
 21	292667
 21	139452
 21	130
 21	404278
 21	411316
 21	413160
 21	139452
 21	130
 21	404278
 21	416120
 21	416132
 21	139452
 21	130
 21	404278
 21	422476
 21	423942
 21	139452
 21	130
 21	404278
 21	426368
 21	427584
 21	139452
 21	130
 21	404278
 21	432148
 21	433832
 21	139452
 21	130
 21	404278
 21	434574
 21	437458
 21	139452
 21	130
 21	404278
 21	448792
 21	449112
 21	139452
 21	130
 21	404278
 21	453438
 21	453620
 21	139452
 21	130
 21	403502
 21	460606
 21	460622
 21	139452
 21	130
 21	404276
 21	163313
 21	502916
 21	502980
 21	139452
 21	130
 21	404276
 21	163379
 21	524228
 21	139452
 21	130
 21	408328
 21	409298
 21	565160
 21	139452
 21	130
 21	408328
 21	579510
 21	579550
 21	139452
 21	130
 21	404276
 21	163313
 21	284926
 21	579580
 21	579588
 21	139452
 21	130
 21	498862
 21	468374
 21	515794
 21	600318
 21	139452
 21	130
 21	498862
 21	468374
 21	515794
 21	600330
 21	139452
 21	130
 21	498862
 21	468374
 21	515794
 21	600334
 21	265523
 21	285080
 21	517808
 21	526028
 21	734006
 21	734042
 21	139452
 21	130
 21	404276
 21	163431
 21	735728
 21	139452
 21	130
 21	498862
 21	468374
 21	515794
 21	1038542
 22	5174
 22	301668
 22	34
 22	63926
 22	5174
 22	301668
 22	34
 22	598170
 22	63934
 22	5174
 22	301668
 22	265640
 22	513060
 22	5174
 22	468040
 22	266023
 22	171246
 22	520200
 22	5174
 22	468040
 22	266023
 22	171246
 22	520230
 23	283155
 23	1000
 23	17
 23	10125
 23	10129
 23	283155
 23	1000
 23	18
 23	10457
 23	10466
 23	283155
 23	1000
 23	18
 23	605116
 24	283155
 24	504358
 24	44
 24	2303
 24	2304
 24	283155
 24	504358
 24	44
 24	2312
 24	283155
 24	1000
 24	86
 24	4564
 24	4566
 24	283155
 24	1000
 24	18
 24	10457
 24	10461
 24	283155
 24	1000
 24	18
 24	10457
 24	10477
 24	283155
 24	1000
 24	18
 24	69300
 24	69304
 24	69407
 24	284551
 24	283155
 24	504358
 24	44
 24	287120
 24	287124
 24	287265
 24	283155
 24	504358
 24	44
 24	2303
 24	585596
 24	585604
 24	585790
 24	283155
 24	504358
 24	44
 24	658010
 25	283155
 25	1000
 25	53
 25	10753
 25	10763
 25	283155
 25	1000
 25	53
 25	11325
 25	11336
 26	283155
 26	1000
 26	4
 26	2966
 26	2977
 26	3002
 26	283155
 26	1000
 26	4
 26	2785
 26	170061
 26	283155
 26	1000
 26	4
 26	2785
 26	170062
 27	283155
 27	1000
 27	17
 27	10125
 27	10127
 27	283155
 27	1000
 27	301889
 27	10703
 27	10716
 27	283155
 27	1000
 27	53
 27	11232
 27	11298
 27	11308
 28	283155
 28	1000
 28	22
 28	12290
 28	12333
 28	12339
 28	283155
 28	1000
 28	22
 28	12290
 28	12333
 28	69720
 28	69722
 29	283155
 29	1000
 29	13996
 29	14191
 29	14195
 29	283155
 29	1000
 29	13996
 29	14191
 29	14231
 29	283155
 29	1000
 29	13996
 29	225827
 29	14389
 29	14392
 29	283155
 29	1000
 29	173507
 29	173514
 29	227640
 29	227643
 29	283155
 29	1000
 29	173507
 29	173514
 29	227640
 29	227660
 30	283155
 30	1000
 30	13643
 30	13778
 30	13788
 30	283155
 30	1000
 30	13643
 30	226498
 30	226500
 30	283155
 30	1000
 30	13643
 30	13663
 30	226524
 30	283155
 30	504360
 30	1061348
 31	283155
 31	1000
 31	3
 31	2624
 31	2636
 31	283155
 31	1000
